SAMPLE,PRIMER,PRIMER MARKER,OTUID,OTUID-SOURCE,OTU MARKER,MARKER-LENGTH,OTU-LENGTH,length difference,N.READS,%READS,%READS 2,PROTAX-order,PROTAX-order_prob,PROTAX-family,PROTAX-family_prob,PROTAX-genus,PROTAX-genus_prob,PROTAX-spp,PROTAX-spp_prob,PROTAX-bestsim,PROTAX-bestsim-pident,PIMBA-HIT,PIMBA-pident,BLASTn-HIT,BLASTn-pident,BLASTn-alignment length,length difference 2,SANGER-class blastn DB2024.3,SANGER-order blastn DB2024.3,SANGER-family blastn DB2024.3,SANGER-genus blastn DB2024.3,SANGER-spp blastn DB2024.3,SANGER-pident blastn DB2024.3,SANGER-class blastn nt remote,SANGER-order blastn nt remote,SANGER-family blastn nt remote,SANGER-genus blastn nt remote,SANGER-spp blastn nt remote,SANGER-pident blastn nt remote
FRPM3P-03,CHAVES-F1R1,COI,OTU885712230,all-OTU,COI,250,254,4,2,0.000925926,0.055555556,Chiroptera,-0.0060712,"Chiroptera,Molossidae",-0.0061309,"Chiroptera,Molossidae,Molossops",-0.386423,"Chiroptera,Molossidae,Molossops,unk",-0.735843,Molossops_temminckii_BCBN820-05,0.965,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Molossidae; g__Molossops; s__temminckii,0.98246,,,,,,,,,,,,,,,,
FRPM3P-03,CHAVES-F1R1,COI,OTU560424198,all-OTU,12S,220,222,2,35,0.016203704,0.353535354,Primates,-0.000112938,"Primates,Cebidae",-0.000211989,"Primates,Cebidae,Sapajus",-0.286053,"Primates,Cebidae,Sapajus,unk",-0.286183,Sapajus_nigritus_JN400578.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.99539,,,,,,,,,,,,,,,,
FRPM3P-03,CHAVES-F1R1,COI,OTU216452375,all-OTU,12S,220,220,0,16,0.007407407,0.161616162,Primates,-0.326771,"Primates,Cebidae",-0.547515,"Primates,Cebidae,unk",-0.547675,,,Homo_sapiens_AF121219.1,0.686,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.85253,Chordata;Mammalia;Primates;Cebidae;Callithrix;Callithrix jacchus,0.94009,217,,,,,,,,,,,,,
FRPM3P-03,CHAVES-F1R1,COI,OTU391116024,all-OTU,12S,220,224,4,15,0.006944444,0.151515152,Rodentia,-1.90475E-05,"Rodentia,Cuniculidae",-2.57872E-05,"Rodentia,Cuniculidae,Cuniculus",-0.0391208,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0394978,Cuniculus_paca_AF433906.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.99095,,,,,,,,,,,,,,,,
FRPM3P-03,CHAVES-F1R1,COI,OTU355307225,all-OTU,12S,220,224,4,12,0.005555556,0.121212121,Primates,-0.0870043,"Primates,Hominidae",-0.0870054,"Primates,Hominidae,Homo",-0.0975644,"Primates,Hominidae,Homo,unk",-0.380974,Homo_sapiens_AF121219.1,0.986,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Homo; s__sapiens,0.99099,,,,,,,,,,,,,,,,
FRPM3P-03,CHAVES-F1R1,COI,OTU999774133,all-OTU,12S,220,224,4,7,0.003240741,0.070707071,Sirenia,-0.00528543,"Sirenia,Trichechidae",-0.00528567,"Sirenia,Trichechidae,Trichechus",-0.0116285,"Sirenia,Trichechidae,Trichechus,inunguis",-0.356901,Trichechus_inunguis_MW073826.1,0.982,k__Metazoa; p__Chordata; c__Mammalia; o__Sirenia; f__Trichechidae; g__Trichechus; s__manatus,1,,,,,,,,,,,,,,,,
FRPM3P-03,CHAVES-F1R1,COI,OTU13782870,all-OTU,12S,220,220,0,7,0.003240741,0.070707071,Chiroptera,-0.000341754,"Chiroptera,Emballonuridae",-0.000356425,"Chiroptera,Emballonuridae,Rhynchonycteris",-0.00497032,"Chiroptera,Emballonuridae,Rhynchonycteris,unk",-0.0136939,Rhynchonycteris_naso_KX381769.1,0.944,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Emballonuridae; g__Rhynchonycteris; s__naso,0.9774,,,,,,,,,,,,,,,,
FRPM3P-03,CHAVES-F1R1,COI,OTU301281491,all-OTU,12S,220,219,1,7,0.003240741,0.070707071,Squamata,-1.1033,"Squamata,Gekkonidae",-1.19296,"Squamata,Gekkonidae,unk",-1.19329,,,Curimata_mivartii_KP025764.1,0.671,Unassigned,,Chordata;Mammalia;Chiroptera;Mormoopidae;Pteronotus;Pteronotus gymnonotus,0.99482,193,,,,,,,,,,,,,
FRPM3P-03,CHAVES-F1R1,COI,OTU240619258,all-OTU,16S,120,103,17,151,0.069907407,0.555147059,Primates,-0.152905,"Primates,Atelidae",-0.217322,"Primates,Atelidae,Lagothrix",-0.471676,"Primates,Atelidae,Lagothrix,unk",-0.471694,Lagothrix_lagotricha_AF420049.1,0.699,Unassigned,,Chordata;Mammalia;Primates;Pitheciidae;Plecturocebus;Plecturocebus moloch,0.9798,99,,,,,,,,,,,,,
FRPM3P-03,CHAVES-F1R1,COI,OTU911054025,all-OTU,16S,120,119,1,54,0.025,0.198529412,Didelphimorphia,-0.0116487,"Didelphimorphia,Didelphidae",-0.0116492,"Didelphimorphia,Didelphidae,Philander",-0.69364,"Didelphimorphia,Didelphidae,Philander,unk",-0.693644,Philander_frenatus_KJ868146.1,0.824,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.99115,,,,,,,,,,,,,,,,
FRPM3P-03,CHAVES-F1R1,COI,OTU570984876,all-OTU,16S,120,119,1,25,0.011574074,0.091911765,Carnivora,-0.00753739,"Carnivora,Mustelidae",-0.00775176,"Carnivora,Mustelidae,Mustela",-0.757589,"Carnivora,Mustelidae,Mustela,unk",-0.757601,Mustela_nivalis_KC984260.1,0.812,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Mustelidae; g__Lontra; s__longicaudis,0.98261,Chordata;Mammalia;Carnivora;Mustelidae;Lontra;Lontra longicaudis,0.98261,115,4,,,,,,,,,,,,
FRPM3P-03,CHAVES-F1R1,COI,OTU890264139,all-OTU,16S,120,120,0,15,0.006944444,0.055147059,Chiroptera,-0.00163888,"Chiroptera,Phyllostomidae",-0.00164203,"Chiroptera,Phyllostomidae,Chiroderma",-0.882482,"Chiroptera,Phyllostomidae,Chiroderma,unk",-0.882484,Chiroderma_salvini_NC_065679.1,0.708,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Phyllostomidae; g__Artibeus; s__lituratus,0.98276,,,,,,,,,,,,,,,,
FRPM3P-03,CHAVES-F1R1,COI,OTU313691130,all-OTU,16S,120,120,0,13,0.006018519,0.047794118,Chiroptera,-0.728109,"Carnivora,Felidae",-0.892113,"Chiroptera,Mormoopidae,Pteronotus",-1.20316,"Chiroptera,Mormoopidae,Pteronotus,unk",-1.20317,Pteronotus_sp._KX819316.1,0.775,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Felidae; g__Puma; s__yagouaroundi,0.94872,,,,,,,,,,,,,,,,
FRPM3P-03,CHAVES-F1R1,COI,OTU549024624,all-OTU,16S,120,121,1,9,0.004166667,0.033088235,Artiodactyla,-0.00339945,"Artiodactyla,Bovidae",-0.0295321,"Artiodactyla,Bovidae,Bos",-1.04881,"Artiodactyla,Bovidae,Bos,unk",-1.04884,Bos_indicus_AB511046.1,0.916,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.98291,,,,,,,,,,,,,,,,
FRPM3P-03,CHAVES-F1R1,COI,OTU543244219,all-OTU,16S,120,120,0,3,0.001388889,0.011029412,Primates,-0.0150126,"Primates,Cebidae",-0.312402,"Primates,Cebidae,unk",-1.54856,"Primates,Cebidae,Saguinus,unk",-2.20453,Saguinus_bicolor_NC_064176.1,0.717,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Mico; s__humilis,0.93966,,,,,,,,,,,,,,,,
FRPM3P-03,CHAVES-F1R1,COI,OTU343752411,all-OTU,16S,120,103,17,2,0.000925926,0.007352941,Primates,-0.160477,"Primates,Atelidae",-1.03306,"Primates,Atelidae,Lagothrix",-1.31729,"Primates,Atelidae,Lagothrix,unk",-1.31731,Lagothrix_lagotricha_AF420049.1,0.68,Unassigned,,Chordata;Mammalia;Primates;Atelidae;Alouatta;Alouatta guariba,0.9798,99,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU330696189,all-OTU,COI,250,255,5,135,0.046809986,0.350649351,Chiroptera,-0.000835773,"Chiroptera,Emballonuridae",-0.000842356,"Chiroptera,Emballonuridae,Rhynchonycteris",-0.323144,"Chiroptera,Emballonuridae,Rhynchonycteris,unk",-0.394663,Rhynchonycteris_naso_ABECB163-08,0.948,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Emballonuridae; g__Rhynchonycteris; s__naso,0.99095,,,,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU885712230,all-OTU,COI,250,254,4,92,0.031900139,0.238961039,Chiroptera,-0.0060712,"Chiroptera,Molossidae",-0.0061309,"Chiroptera,Molossidae,Molossops",-0.386423,"Chiroptera,Molossidae,Molossops,unk",-0.735843,Molossops_temminckii_BCBN820-05,0.965,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Molossidae; g__Molossops; s__temminckii,0.98246,,,,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU91947462,all-OTU,COI,250,255,5,54,0.018723994,0.14025974,Primates,-0.021893,"Primates,Atelidae",-0.0222689,"Primates,Atelidae,Brachyteles",-0.109605,"Primates,Atelidae,Brachyteles,unk",-0.109623,Brachyteles_arachnoides_GBMA5933-13,0.788,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Atelidae; g__Alouatta; s__guariba,0.98016,,,,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU554193650,all-OTU,COI,250,255,5,29,0.010055479,0.075324675,Pilosa,-0.749309,"Pilosa,Myrmecophagidae",-0.749366,"Pilosa,Myrmecophagidae,Myrmecophaga",-1.16204,"Pilosa,Myrmecophagidae,Myrmecophaga,unk",-1.16206,Myrmecophaga_tridactyla_GBMA27852-19,0.867,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Myrmecophaga; s__tridactyla,0.94444,,,,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU946965879,all-OTU,COI,250,255,5,24,0.008321775,0.062337662,Rodentia,-0.662772,"Rodentia,Cricetidae",-0.76696,"Rodentia,Cricetidae,unk",-0.845458,,,Dasypus_beniensis_MH710605.1,0.71,k__Metazoa; p__Chordata; c__Actinopteri; o__Gonorynchiformes; f__Kneriidae; g__Phractolaemus; s__ansorgii,0.8254,Chordata;Mammalia;Rodentia;Muridae;Hybomys;Hybomys sp. n. VVB-2020,0.83071,254,1,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU738865490,all-OTU,COI,250,255,5,15,0.00520111,0.038961039,Chiroptera,-0.00213355,"Chiroptera,Noctilionidae",-0.00264157,"Chiroptera,Noctilionidae,Noctilio",-0.049464,"Chiroptera,Noctilionidae,Noctilio,unk",-0.0495161,Noctilio_albiventris_KC011603.1,0.9,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Noctilionidae; g__Noctilio; s__albiventris,0.9638,,,,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU943214579,all-OTU,COI,250,255,5,13,0.004507628,0.033766234,Pilosa,-0.00400379,"Pilosa,Bradypodidae",-0.00400427,"Pilosa,Bradypodidae,Bradypus",-0.00614027,"Pilosa,Bradypodidae,Bradypus,torquatus",-0.45217,Bradypus_torquatus_EU301711.1,0.974,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Bradypodidae; g__Bradypus; s__torquatus,0.99559,Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus torquatus,0.99559,227,28,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU678976272,all-OTU,COI,250,254,4,6,0.002080444,0.015584416,Rodentia,-1.85737,"Artiodactyla,Cervidae",-2.53147,"Artiodactyla,Cervidae,unk",-2.62824,,,Bradypus_pygmaeus_GBCOC18838-23,0.747,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Bradypodidae; g__Bradypus; s__variegatus,0.88048,Chordata;Mammalia;Pilosa;Megatheriidae;Nothrotheriops;Nothrotheriops shastensis,0.91235,251,3,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU486097649,all-OTU,COI,250,253,3,6,0.002080444,0.015584416,Rodentia,-0.000422377,"Rodentia,Cricetidae",-0.000423059,"Rodentia,Cricetidae,Oligoryzomys",-0.216701,"Rodentia,Cricetidae,Oligoryzomys,unk",-0.430976,Oligoryzomys_fornesi_GBMA8159-15,0.975,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cricetidae; g__Oligoryzomys; s__fornesi,0.9917,Chordata;Mammalia;Rodentia;Cricetidae;Oligoryzomys;Oligoryzomys fornesi,0.9917,241,12,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU801544977,all-OTU,COI,250,255,5,5,0.001733703,0.012987013,Didelphimorphia,-0.00297933,"Didelphimorphia,Didelphidae",-0.00297934,"Didelphimorphia,Didelphidae,Didelphis",-0.205496,"Didelphimorphia,Didelphidae,Didelphis,unk",-0.255368,Didelphis_albiventris_JN638891.1,0.958,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.98312,,,,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU972098998,all-OTU,COI,250,255,5,2,0.000693481,0.005194805,Artiodactyla,-0.00166727,"Artiodactyla,Bovidae",-0.00166828,"Artiodactyla,Bovidae,Bos",-0.0424566,"Artiodactyla,Bovidae,Bos,unk",-0.780948,Bos_taurus_ACLB037-06,0.962,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.98413,,,,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU836980333,all-OTU,COI,250,254,4,2,0.000693481,0.005194805,Artiodactyla,-0.130131,"Artiodactyla,Ziphiidae",-0.585755,"Artiodactyla,Ziphiidae,Mesoplodon",-0.829306,"Artiodactyla,Ziphiidae,Mesoplodon,unk",-0.829321,Mesoplodon_bidens_GBCOC17089-23,0.842,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Ziphiidae; g__Mesoplodon; s__bidens,0.92063,,,,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU415885581,all-OTU,COI,250,236,14,2,0.000693481,0.005194805,"root,unk",-0.320256,"Accipitriformes,Accipitridae",-1.53502,"Accipitriformes,Accipitridae,Spilornis",-2.02085,"Accipitriformes,Accipitridae,Spilornis,unk",-2.02087,Spilornis_cheela_JN191388.1,0.644,k__Metazoa; p__Chordata; c__Aves; o__Gruiformes; f__Rallidae; g__Hypotaenidia; s__okinawae,0.7906,Chordata;Aves;Tinamiformes;Tinamidae;Crypturellus;Crypturellus strigulosus,0.91228,228,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU406423978,all-OTU,12S,220,223,3,346,0.119972261,0.714876033,Pilosa,-0.00170225,"Pilosa,Myrmecophagidae",-0.00170291,"Pilosa,Myrmecophagidae,Tamandua",-0.0112058,"Pilosa,Myrmecophagidae,Tamandua,tetradactyla",-0.0626158,Tamandua_tetradactyla_EF405912.1,1,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Tamandua; s__tetradactyla,0.99548,,,,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU391116024,all-OTU,12S,220,224,4,39,0.013522885,0.080578512,Rodentia,-1.90475E-05,"Rodentia,Cuniculidae",-2.57872E-05,"Rodentia,Cuniculidae,Cuniculus",-0.0391208,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0394978,Cuniculus_paca_AF433906.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.99095,,,,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU698278148,all-OTU,12S,220,224,4,29,0.010055479,0.059917355,Didelphimorphia,-0.000218198,"Didelphimorphia,Didelphidae",-0.000218207,"Didelphimorphia,Didelphidae,Didelphis",-0.409328,"Didelphimorphia,Didelphidae,Didelphis,unk",-0.410867,Didelphis_albiventris_MT892661.1,0.964,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.99548,,,,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU881582919,all-OTU,12S,220,222,2,19,0.006588072,0.039256198,Artiodactyla,-0.000135013,"Artiodactyla,Bovidae",-0.000161576,"Artiodactyla,Bovidae,Bos",-0.0722006,"Artiodactyla,Bovidae,Bos,unk",-0.0728959,Bos_taurus_AB074962.1,0.964,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.99543,,,,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU301281491,all-OTU,12S,220,219,1,16,0.00554785,0.033057851,Squamata,-1.1033,"Squamata,Gekkonidae",-1.19296,"Squamata,Gekkonidae,unk",-1.19329,,,Curimata_mivartii_KP025764.1,0.671,Unassigned,,Chordata;Mammalia;Chiroptera;Mormoopidae;Pteronotus;Pteronotus gymnonotus,0.99482,193,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU357898955,all-OTU,12S,220,216,4,9,0.003120666,0.018595041,"root,unk",-0.184973,,,,,,,Stercorarius_maccormicki_KM401546.1,0.579,Unassigned,,Chordata;Mammalia;Pilosa;Bradypodidae;Bradypus;Bradypus variegatus,0.85116,215,1,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU877899724,all-OTU,12S,220,219,1,8,0.002773925,0.016528926,"root,unk",-1.04691,"Perciformes,unk",-2.00431,"Coleoptera,Scarabaeidae,unk",-2.56209,,,Jumnos_ruckeri_OK484304.1,0.616,k__Metazoa; p__Chordata; c__Actinopteri; o__Kurtiformes; f__Apogonidae; g__Fowleria; s__isostigma,0.80184,Chordata;Mammalia;Chiroptera;Vespertilionidae;Histiotus;Histiotus mochica,0.90155,193,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU13782870,all-OTU,12S,220,220,0,6,0.002080444,0.012396694,Chiroptera,-0.000341754,"Chiroptera,Emballonuridae",-0.000356425,"Chiroptera,Emballonuridae,Rhynchonycteris",-0.00497032,"Chiroptera,Emballonuridae,Rhynchonycteris,unk",-0.0136939,Rhynchonycteris_naso_KX381769.1,0.944,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Emballonuridae; g__Rhynchonycteris; s__naso,0.9774,,,,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU560424198,all-OTU,12S,220,222,2,4,0.001386963,0.008264463,Primates,-0.000112938,"Primates,Cebidae",-0.000211989,"Primates,Cebidae,Sapajus",-0.286053,"Primates,Cebidae,Sapajus,unk",-0.286183,Sapajus_nigritus_JN400578.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.99539,,,,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU27264958,all-OTU,12S,220,201,19,4,0.001386963,0.008264463,"root,unk",-0.0582827,,,,,,,Metachirus_nudicaudatus_KX381603.1,0.562,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Caluromys; s__philander,0.80682,Chordata;Mammalia;Didelphimorphia;Didelphidae;Marmosa;Marmosa lepida,0.87023,131,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU929359734,all-OTU,12S,220,223,3,2,0.000693481,0.004132231,Rodentia,-0.0160817,"Rodentia,Caviidae",-1.08101,"Rodentia,Caviidae,unk",-1.08271,,,Myoprocta_acouchy_AF433922.1,0.776,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Dasyproctidae; g__Myoprocta; s__acouchy,0.9,Chordata;Mammalia;Rodentia;Dasyproctidae;Myoprocta;Myoprocta acouchy,0.9,220,3,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU136608420,all-OTU,12S,220,213,7,2,0.000693481,0.004132231,Rodentia,-0.0623116,"Rodentia,Cuniculidae",-0.837671,"Rodentia,Cuniculidae,unk",-0.839289,,,Cuniculus_paca_AF433905.1,0.7,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.85714,Chordata;Mammalia;Rodentia;Cuniculidae;Cuniculus;Cuniculus paca,0.85714,217,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU570123756,all-OTU,16S,120,112,8,76,0.026352288,0.487179487,Chiroptera,-0.0446977,"Chiroptera,Vespertilionidae",-0.0464141,"Chiroptera,Vespertilionidae,Myotis",-0.579267,"Chiroptera,Vespertilionidae,Myotis,unk",-0.579277,Myotis_bocagii_JX276375.1,0.723,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Vespertilionidae; g__Myotis; s__bocagii,0.875,Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus lituratus,0.99099,111,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU570984876,all-OTU,16S,120,119,1,48,0.016643551,0.307692308,Carnivora,-0.00753739,"Carnivora,Mustelidae",-0.00775176,"Carnivora,Mustelidae,Mustela",-0.757589,"Carnivora,Mustelidae,Mustela,unk",-0.757601,Mustela_nivalis_KC984260.1,0.812,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Mustelidae; g__Lontra; s__longicaudis,0.98261,Chordata;Mammalia;Carnivora;Mustelidae;Lontra;Lontra longicaudis,0.98261,115,4,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU212499856,all-OTU,16S,120,123,3,18,0.006241331,0.115384615,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;Obesumbacterium;Obesumbacterium proteus,0.98718,78,45,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU343752411,all-OTU,16S,120,103,17,6,0.002080444,0.038461538,Primates,-0.160477,"Primates,Atelidae",-1.03306,"Primates,Atelidae,Lagothrix",-1.31729,"Primates,Atelidae,Lagothrix,unk",-1.31731,Lagothrix_lagotricha_AF420049.1,0.68,Unassigned,,Chordata;Mammalia;Primates;Atelidae;Alouatta;Alouatta guariba,0.9798,99,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU549024624,all-OTU,16S,120,121,1,3,0.001040222,0.019230769,Artiodactyla,-0.00339945,"Artiodactyla,Bovidae",-0.0295321,"Artiodactyla,Bovidae,Bos",-1.04881,"Artiodactyla,Bovidae,Bos,unk",-1.04884,Bos_indicus_AB511046.1,0.916,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.98291,,,,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU91542175,all-OTU,16S,120,103,17,3,0.001040222,0.019230769,"root,unk",-0.0496621,,,,,,,Chiropotes_albinasus_AF420048.1,0.417,Unassigned,,Chordata;Mammalia;Pilosa;Myrmecophagidae;Tamandua;Tamandua tetradactyla,0.97872,94,,,,,,,,,,,,,
FRPM3P-07,CHAVES-F1R1,COI,OTU70244339,all-OTU,16S,120,101,19,2,0.000693481,0.012820513,Carnivora,-0.00102958,"Carnivora,Mustelidae",-0.00103513,"Carnivora,Mustelidae,Mustela",-0.177105,"Carnivora,Mustelidae,Mustela,unk",-0.177117,Mustela_frenata_EF472282.1,0.594,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Mustelidae; g__Lontra; s__longicaudis,0.97959,,,,,,,,,,,,,,,,
FRPM3P-07,U,12S,OTU696519797,all-OTU,COI,250,238,12,357,0.017589673,1,"root,unk",-0.000066242,,,,,,,Galaxiella_nigrostriata_AP006853.1,0.303,Unassigned,,Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens,0.99457,184,,,,,,,,,,,,,
FRPM3P-07,U,12S,OTU355307225,all-OTU,12S,220,224,4,5284,0.260346866,0.961951575,Primates,-0.0870043,"Primates,Hominidae",-0.0870054,"Primates,Hominidae,Homo",-0.0975644,"Primates,Hominidae,Homo,unk",-0.380974,Homo_sapiens_AF121219.1,0.986,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Homo; s__sapiens,0.99099,,,,,,,,,,,,,,,,
FRPM3P-07,U,12S,OTU41234254,all-OTU,12S,220,216,4,167,0.008228222,0.03040233,"root,unk",-0.07859,,,,,,,Equus_caballus_AB859014.1,0.528,k__Metazoa; p__Chordata; c__Mammalia; o__Perissodactyla; f__Equidae; g__Equus; s__caballus,0.77828,Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens,0.99048,210,6,,,,,,,,,,,,
FRPM3P-07,U,12S,OTU216452375,all-OTU,12S,220,220,0,42,0.002069373,0.007646095,Primates,-0.326771,"Primates,Cebidae",-0.547515,"Primates,Cebidae,unk",-0.547675,,,Homo_sapiens_AF121219.1,0.686,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.85253,Chordata;Mammalia;Primates;Cebidae;Callithrix;Callithrix jacchus,0.94009,217,,,,,,,,,,,,,
FRPM3P-07,U,12S,OTU890264139,all-OTU,16S,120,120,0,5835,0.287495073,0.523412271,Chiroptera,-0.00163888,"Chiroptera,Phyllostomidae",-0.00164203,"Chiroptera,Phyllostomidae,Chiroderma",-0.882482,"Chiroptera,Phyllostomidae,Chiroderma,unk",-0.882484,Chiroderma_salvini_NC_065679.1,0.708,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Phyllostomidae; g__Artibeus; s__lituratus,0.98276,,,,,,,,,,,,,,,,
FRPM3P-07,U,12S,OTU556830680,all-OTU,16S,120,122,2,2954,0.14554592,0.264980266,Sirenia,-0.284986,"Sirenia,Trichechidae",-0.284986,"Sirenia,Trichechidae,Trichechus",-0.531535,"Sirenia,Trichechidae,Trichechus,unk",-0.531667,Trichechus_inunguis_MW073826.1,0.918,k__Metazoa; p__Chordata; c__Mammalia; o__Sirenia; f__Trichechidae; g__Trichechus; s__manatus,0.99153,,,,,,,,,,,,,,,,
FRPM3P-07,U,12S,OTU911054025,all-OTU,16S,120,119,1,1374,0.067698069,0.123250807,Didelphimorphia,-0.0116487,"Didelphimorphia,Didelphidae",-0.0116492,"Didelphimorphia,Didelphidae,Philander",-0.69364,"Didelphimorphia,Didelphidae,Philander,unk",-0.693644,Philander_frenatus_KJ868146.1,0.824,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.99115,,,,,,,,,,,,,,,,
